الشركة,رقم الحساب,اسم الحساب,التاريخ,رقم السند,نوع المستند,البيان/الشرح,المبلغ
الموقر,6010101001,مصاريف رواتب وأجور,3/31/2026,26009594,قيد يومي,راتب شهر 03,22326.15
الموقر,6010101002,مصاريف الضمان الأجتماعي,3/31/2026,26009594,قيد يومي,راتب شهر 03,3074.491
الموقر,6020101003,مصروف خصم مسموح به,4/20/2026,26100891,قيد يومي,خ ن ف 26101361,1.23
الموقر,6020101003,مصروف خصم مسموح به,4/20/2026,26100893,قيد يومي,خصم جوهرة الواكد,150
الموقر,6010101036,مصاريف فروقات اسعار,4/20/2026,3700,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/20/2026,3702,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/20/2026,3703,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/20/2026,3709,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/20/2026,26800905,سند قبض,شيك رقم 106200,0
الموقر,6010101005,مصاريف المياه,4/20/2026,26100906,قيد يومي,تنك ماء عدد 3,120
الموقر,6010101005,مصاريف المياه,4/20/2026,26100907,قيد يومي,مصاريف مياه,5808.7
الموقر,6010101005,مصاريف المياه,4/20/2026,26100907,قيد يومي,مصاريف مياه,15.78
الموقر,6010101007,مصاريف مياء و صرف صحي,4/20/2026,26100908,قيد يومي,نضح,95
الموقر,6010101014,مصاريف لوازم مستهلكة,4/20/2026,26100909,قيد يومي,شحمة,103.448
الموقر,6010101004,مصاريف صيانة الالات والمعدات,4/20/2026,26100909,قيد يومي,معايرة,248
الموقر,6010101039,مصاريف فحص عينات,4/20/2026,26100910,قيد يومي,ف/1259,75
الموقر,6010101039,مصاريف فحص عينات,4/20/2026,26100910,قيد يومي,ف/1313,120
الموقر,6010101039,مصاريف فحص عينات,4/20/2026,26100910,قيد يومي,ف/1306,115
الموقر,6010101005,مصاريف المياه,4/20/2026,26100911,قيد يومي,ف/760,40
الموقر,6010101014,مصاريف لوازم مستهلكة,4/21/2026,26100913,قيد يومي,ف/رقم 198570,97
الموقر,6010101007,مصاريف مياء و صرف صحي,4/21/2026,26100914,قيد يومي,نقلة مياه,40
الموقر,6010101009,مصاريف ملابس مهنية,4/22/2026,26100916,قيد يومي,ملابس عمال انتاج,75
الموقر,6010101007,مصاريف مياء و صرف صحي,4/22/2026,26100917,قيد يومي,تنك مياه عدد 3,120
الموقر,6010101007,مصاريف مياء و صرف صحي,4/22/2026,26100918,قيد يومي,اجرة نضح عدد 2,190
الموقر,6010101007,مصاريف مياء و صرف صحي,4/22/2026,26100920,قيد يومي,تنك مياه عدد 2,80
الموقر,6010101036,مصاريف فروقات اسعار,4/22/2026,26000014,سند صرف,Outgoing Payments - LV0000422,0
الموقر,6010101036,مصاريف فروقات اسعار,4/22/2026,26000016,سند صرف,Outgoing Payments - LV0000388,0
الموقر,6010101007,مصاريف مياء و صرف صحي,4/22/2026,26100924,قيد يومي,نضح,95
الموقر,6010101007,مصاريف مياء و صرف صحي,4/22/2026,26100925,قيد يومي,نقلة مياه,40
الموقر,6010101019,مصاريف تعبئة وتغليف,4/20/2026,26000342,فاتورة مشتريات,A/P Invoices - LV0000399,2484.75
الموقر,6010101008,مصاريف صيانة عامة,4/23/2026,26100926,قيد يومي,ف/رقم 30 صيانة فالة حارقة 300 كيلو,2850
الموقر,6030101012,مصروف عمولات زين كاش,4/23/2026,26100927,قيد يومي,دفعة للضمان,1.5
الموقر,6010101004,مصاريف صيانة الالات والمعدات,4/23/2026,26100928,قيد يومي,صيانة رافعة,300.35
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,26000265,سند قبض,Incoming Payments - 210000141,0
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3765,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3774,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101008,مصاريف صيانة عامة,4/23/2026,26009870,قيد يومي,ف/رقم 30 صيانة فالة حارقة 300 كيلو(Reversal) - 11757,-2850
الموقر,6010101008,مصاريف صيانة عامة,4/23/2026,26100937,قيد يومي,ف/رقم 30 صيانة فالة حارقة 300 كيلو,280
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3778,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3779,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3780,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3782,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3783,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3786,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3788,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3790,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3791,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3792,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3794,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/23/2026,3796,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6020101003,مصروف خصم مسموح به,4/23/2026,26100939,قيد يومي,خ ن ف 26101454,5.172
الموقر,6010101016,مصاريف محروقات - فيول,4/23/2026,26100940,قيد يومي,ف/رقم 296 وقود صناعي الكمية 11.640,6169.2
الموقر,6010101016,مصاريف محروقات - فيول,4/23/2026,26009908,قيد يومي,ف/رقم 296 وقود صناعي الكمية 11.640(Reversal) - 11829,-6169.2
الموقر,6010101016,مصاريف محروقات - فيول,4/23/2026,26100941,قيد يومي,ف/رقم 296 وقود صناعي الكمية 11.640,7156.272
الموقر,6010101016,مصاريف محروقات - فيول,4/23/2026,26100942,قيد يومي,ف/رقم 285وقود صناعي الكمية 15.290,9400.292
الموقر,6010101016,مصاريف محروقات - فيول,4/23/2026,26100943,قيد يومي,ف/رقم 278وقود صناعي الكمية 15.440,7701.472
الموقر,6020101002,مصاريف تصدير,4/26/2026,26100949,قيد يومي,ف/رقم 10389 شهادة مطابقة معايير الصحة,337.25
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3862,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3864,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101007,مصاريف مياء و صرف صحي,4/26/2026,26100959,قيد يومي,تنك مياه عدد 2,80
الموقر,6010101014,مصاريف لوازم مستهلكة,4/26/2026,26000349,فاتورة مشتريات,A/P Invoices - LV0000356,4
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3884,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3885,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3886,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3888,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3889,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3890,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3891,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3892,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3895,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3900,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3901,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3902,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/26/2026,3903,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6020101003,مصروف خصم مسموح به,4/26/2026,26100963,قيد يومي,خصم نقدي كشف مرفق,15.962
الموقر,6020101003,مصروف خصم مسموح به,4/26/2026,26100968,قيد يومي,خصم نقدي كشف مرفق,6.874
الموقر,6010101014,مصاريف لوازم مستهلكة,4/27/2026,26000351,فاتورة مشتريات,A/P Invoices - LV0000416,81
الموقر,6010101014,مصاريف لوازم مستهلكة,4/27/2026,26000352,فاتورة مشتريات,A/P Invoices - LV0000382,3990
الموقر,6010101014,مصاريف لوازم مستهلكة,1/11/2026,26000354,فاتورة مشتريات,A/P Invoice - Cancellation - LV0000355,-225
الموقر,6010101014,مصاريف لوازم مستهلكة,1/11/2026,26000355,فاتورة مشتريات,A/P Invoices - LV0000355,255
الموقر,6010101017,مصاريف طعام موظفين,4/27/2026,26100972,قيد يومي,طعام قسم الصيانة - احمد الايوبين,3.25
الموقر,6010101036,مصاريف فروقات اسعار,4/27/2026,3966,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/27/2026,3967,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/27/2026,26800633,سند قبض,Incoming Payments - 210000575,0
الموقر,6010101036,مصاريف فروقات اسعار,4/27/2026,3976,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6020101003,مصروف خصم مسموح به,4/27/2026,26100979,قيد يومي,خ ن ف 26101962,14.002
الموقر,6010101036,مصاريف فروقات اسعار,4/27/2026,3978,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/27/2026,3982,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/27/2026,3986,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/27/2026,3992,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/27/2026,3993,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101007,مصاريف مياء و صرف صحي,4/27/2026,26100986,قيد يومي,تنك مياه عدد 3,120
الموقر,6020101003,مصروف خصم مسموح به,4/27/2026,26100987,قيد يومي,نقل الى التجاري,7.238
الموقر,6020101003,مصروف خصم مسموح به,4/27/2026,26010297,قيد يومي,نقل الى التجاري(Reversal) - 12285,-7.238
الموقر,6020101003,مصروف خصم مسموح به,4/27/2026,26100988,قيد يومي,نقل الى التجاري,7.238
الموقر,6010101014,مصاريف لوازم مستهلكة,4/27/2026,26000357,فاتورة مشتريات,A/P Invoices - LV0000418,167.05
الموقر,6010101007,مصاريف مياء و صرف صحي,4/28/2026,26100990,قيد يومي,اجرة نضح,95
الموقر,6030101012,مصروف عمولات زين كاش,4/28/2026,26100991,قيد يومي,سلفة احمد بسام ومحمد فاروق,0.35
الموقر,6010101007,مصاريف مياء و صرف صحي,4/28/2026,26100992,قيد يومي,اجرة نضح,95
الموقر,6030101012,مصروف عمولات زين كاش,4/28/2026,26100994,قيد يومي,دفعة للضمان,1.5
الموقر,6030101012,مصروف عمولات زين كاش,4/28/2026,26100995,قيد يومي,سداد ف/رقم 92,0.35
الموقر,6010101008,مصاريف صيانة عامة,4/28/2026,26100995,قيد يومي,سداد ف/رقم 92,180.4
الموقر,6010101007,مصاريف مياء و صرف صحي,4/28/2026,26010344,قيد يومي,تنك مياه عدد 4,160
الموقر,6010101007,مصاريف مياء و صرف صحي,4/28/2026,26010345,قيد يومي,اجرة نضح,95
الموقر,6010101014,مصاريف لوازم مستهلكة,4/23/2026,26000359,فاتورة مشتريات,A/P Invoices - LV0000356,18.6
الموقر,6010101014,مصاريف لوازم مستهلكة,4/27/2026,26000360,فاتورة مشتريات,A/P Invoices - LV0000356,27
الموقر,6010101014,مصاريف لوازم مستهلكة,4/28/2026,26010348,قيد يومي,ارجاع مشرط عدد 12 عن ف/رقم 198683,-18
الموقر,6010101014,مصاريف لوازم مستهلكة,4/28/2026,26010349,قيد يومي,خصم على ف/رقم 198689,-16
الموقر,6010101014,مصاريف لوازم مستهلكة,4/28/2026,26000361,فاتورة مشتريات,A/P Invoices - LV0000356,80
الموقر,6010101019,مصاريف تعبئة وتغليف,4/28/2026,26000362,فاتورة مشتريات,A/P Invoices - LV0000429,412.5
الموقر,6010101019,مصاريف تعبئة وتغليف,4/9/2026,26000363,فاتورة مشتريات,A/P Invoice - Cancellation - LV0000392,-1920
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,4015,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,4018,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,4021,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,4022,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,4024,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6020101003,مصروف خصم مسموح به,4/28/2026,26100997,قيد يومي,خصم مسموح,9.95
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,4028,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,4032,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101007,مصاريف مياء و صرف صحي,4/29/2026,26101000,قيد يومي,اجرة نضح,95
الموقر,6010101014,مصاريف لوازم مستهلكة,4/29/2026,26000368,فاتورة مشتريات,A/P Invoices - LV0000322,592.5
الموقر,6010101014,مصاريف لوازم مستهلكة,4/29/2026,26000369,فاتورة مشتريات,A/P Invoices - LV0000322,45
الموقر,6030101012,مصروف عمولات زين كاش,4/29/2026,26101001,قيد يومي,دفعة لمطعم الاخوة البستنجي,0.35
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,26000316,سند قبض,سداد ف/رقم 26102069,0
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,26000317,سند قبض,Incoming Payments - 210000141,0
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,26000318,سند قبض,Incoming Payments - 210000141,0
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,26000318,سند قبض,Reverse Entry for Incoming Payment No. 26000318,0
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,26000319,سند قبض,Incoming Payments - 210000141,0
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,26000317,سند قبض,Reverse Entry for Incoming Payment No. 26000317,0
الموقر,6010101036,مصاريف فروقات اسعار,4/29/2026,26000320,سند قبض,Incoming Payments - 210000141,0
الموقر,6030101012,مصروف عمولات زين كاش,5/3/2026,26101003,قيد يومي,فك وتركيب مكيفات,0.35
الموقر,6010101008,مصاريف صيانة عامة,5/3/2026,26101003,قيد يومي,فك وتركيب مكيفات,130
الموقر,6030101012,مصروف عمولات زين كاش,5/3/2026,26101005,قيد يومي,مصاريف مواد تنظيف للمصنع,0.35
الموقر,6010101027,مصاريف مواد تنظيف,5/3/2026,26101005,قيد يومي,مصاريف مواد تنظيف للمصنع,471
الموقر,6010101009,مصاريف ملابس مهنية,5/3/2026,26101006,قيد يومي,ف/رقم 9278 بدلة تفصيل شعار صدر وظهر عدد 40,540
الموقر,6010101041,مصاريف نظافة,5/3/2026,26000370,فاتورة مشتريات,A/P Invoices - LV0000356,435.4
الموقر,6010101014,مصاريف لوازم مستهلكة,5/3/2026,26000373,فاتورة مشتريات,A/P Invoices - LV0000439,42
الموقر,6010101008,مصاريف صيانة عامة,5/3/2026,26101015,قيد يومي,ونض,80
الموقر,6010101008,مصاريف صيانة عامة,5/3/2026,26010574,قيد يومي,ونض(Reversal) - 12609,-80
الموقر,6010101008,مصاريف صيانة عامة,5/3/2026,26101016,قيد يومي,ونش,80
الموقر,6010101019,مصاريف تعبئة وتغليف,4/20/2026,26000374,فاتورة مشتريات,A/P Invoice - Cancellation - LV0000399,-2484.75
الموقر,6010101019,مصاريف تعبئة وتغليف,4/20/2026,26000375,فاتورة مشتريات,A/P Invoices - LV0000399,2484.75
الموقر,6010101032,مصاريف مواصلات موظفين,5/3/2026,26101019,قيد يومي,بدل مواصلات علي دنون,8
الموقر,6010101036,مصاريف فروقات اسعار,5/4/2026,4111,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/4/2026,4112,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/4/2026,4114,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/4/2026,4119,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/4/2026,4120,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/4/2026,4123,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/4/2026,4124,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/4/2026,4128,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101027,مصاريف مواد تنظيف,5/4/2026,26000381,فاتورة مشتريات,A/P Invoices - LV0000355,185
الموقر,6010101036,مصاريف فروقات اسعار,5/4/2026,26800868,سند قبض,Incoming Payments - 210000574,0
الموقر,6010101032,مصاريف مواصلات موظفين,5/4/2026,26101028,قيد يومي,شيك رقم 15340 باص الزرقا,413.636
الموقر,6010101007,مصاريف مياء و صرف صحي,5/4/2026,26101031,قيد يومي,تنك مياه عدد 2,80
الموقر,6010101036,مصاريف فروقات اسعار,5/4/2026,26000023,سند صرف,Outgoing Payments - LV0000385,0
الموقر,6010101007,مصاريف مياء و صرف صحي,5/5/2026,26101033,قيد يومي,اجرة نضح,95
الموقر,6030101012,مصروف عمولات زين كاش,5/5/2026,26010732,قيد يومي,دفعة للضمان,1.5
الموقر,6020101003,مصروف خصم مسموح به,5/5/2026,26101034,قيد يومي,خصم,48.35
الموقر,6010101032,مصاريف مواصلات موظفين,4/7/2026,26010813,قيد يومي,شيك رقم 15241 مواصلات موظفين الزرقاء(Reversal) - 10104,-700
الموقر,6010101014,مصاريف لوازم مستهلكة,5/6/2026,26000012,إشعار دائن مشتريات,A/P Credit Memos - LV0000356,-290
الموقر,6010101014,مصاريف لوازم مستهلكة,5/6/2026,26000389,فاتورة مشتريات,A/P Invoices - LV0000322,62.65
الموقر,6010101014,مصاريف لوازم مستهلكة,5/6/2026,26000390,فاتورة مشتريات,A/P Invoices - LV0000322,250
الموقر,6010101036,مصاريف فروقات اسعار,5/7/2026,26801112,سند قبض,Incoming Payments - 210000574,0
الموقر,6010101001,مصاريف رواتب وأجور,2/28/2026,26010959,قيد يومي,راتب شهر 02/2026,24367.077
الموقر,6010101002,مصاريف الضمان الأجتماعي,2/28/2026,26010959,قيد يومي,راتب شهر 02/2026,3190.581
الموقر,6010101002,مصاريف الضمان الأجتماعي,2/28/2026,26010960,قيد يومي,راتب شهر 02/2026(Reversal) - 9506,-3190.581
الموقر,6010101001,مصاريف رواتب وأجور,2/28/2026,26010960,قيد يومي,راتب شهر 02/2026(Reversal) - 9506,-24367.077
الموقر,6010101040,مصاريف تحميل وتنزيل,1/1/2026,26010961,قيد يومي,خطأ رصيد مدور,100
الموقر,6010101014,مصاريف لوازم مستهلكة,5/7/2026,26000393,فاتورة مشتريات,A/P Invoices - LV0000356,135
الموقر,6020101003,مصروف خصم مسموح به,4/30/2026,26101041,قيد يومي,خصم على ف/رقم 26101596+26102675+26102815,51.113
الموقر,6010101036,مصاريف فروقات اسعار,5/7/2026,26000376,سند قبض,Incoming Payments - 210000141,0
الموقر,6010101008,مصاريف صيانة عامة,5/10/2026,26101050,قيد يومي,صيانة البويلر,250
الموقر,6030101012,مصروف عمولات زين كاش,5/10/2026,26101050,قيد يومي,صيانة البويلر,0.35
الموقر,6010101011,مصاريف متفرقة,5/10/2026,26101055,قيد يومي,عمولات,0.5
الموقر,6010101011,مصاريف متفرقة,5/10/2026,26101056,قيد يومي,عمولات,0.5
الموقر,6010101014,مصاريف لوازم مستهلكة,5/10/2026,26000397,فاتورة مشتريات,A/P Invoices - LV0000418,76.3
الموقر,6010101014,مصاريف لوازم مستهلكة,5/10/2026,26000398,فاتورة مشتريات,A/P Invoices - LV0000356,88.75
الموقر,6010101032,مصاريف مواصلات موظفين,5/5/2026,26011149,قيد يومي,مواصلات طارق,8
الموقر,6010101036,مصاريف فروقات اسعار,5/11/2026,26800636,سند قبض,Incoming Payments - 210000574,0
الموقر,6010101016,مصاريف محروقات - فيول,5/11/2026,26000399,فاتورة مشتريات,A/P Invoices - LV0000437,6443.104
الموقر,6020101003,مصروف خصم مسموح به,2/20/2026,26101060,قيد يومي,خصم رصيد سابق,-8905.4
الموقر,6020101003,مصروف خصم مسموح به,2/20/2026,26011178,قيد يومي,خصم رصيد سابق(Reversal) - 13288,8905.4
الموقر,6020101003,مصروف خصم مسموح به,2/20/2026,26011179,قيد يومي,خصم رصيد سابق(,8905.4
الموقر,6010101014,مصاريف لوازم مستهلكة,5/12/2026,26000401,فاتورة مشتريات,A/P Invoices - LV0000403,3575
الموقر,6010101019,مصاريف تعبئة وتغليف,5/12/2026,26000402,فاتورة مشتريات,A/P Invoices - LV0000399,135
الموقر,6010101007,مصاريف مياء و صرف صحي,5/12/2026,26101062,قيد يومي,اجرة نضح,95
الموقر,6010101007,مصاريف مياء و صرف صحي,5/12/2026,26101063,قيد يومي,تنك مياه,40
الموقر,6010101036,مصاريف فروقات اسعار,5/12/2026,26000398,سند قبض,Incoming Payments - 210000141,0
الموقر,6010101020,مصاريف سلامة عامة,5/12/2026,26101068,قيد يومي,ف/رقم 189,337.5
الموقر,6010101020,مصاريف سلامة عامة,5/12/2026,26101069,قيد يومي,ف/رقم 202600358,200
الموقر,6010101011,مصاريف متفرقة,5/10/2026,26011286,قيد يومي,عمولات(Reversal) - 13207,-0.5
الموقر,6010101011,مصاريف متفرقة,5/10/2026,26101070,قيد يومي,عمولات,0.5
الموقر,6010101011,مصاريف متفرقة,5/13/2026,26101072,قيد يومي,سداد حساب الشركة الاقليمية,0.35
الموقر,6030101012,مصروف عمولات زين كاش,5/13/2026,26101073,قيد يومي,عمولات,1.5
الموقر,6010101041,مصاريف نظافة,5/13/2026,26101077,قيد يومي,نقلات طمم عدد 3,120.35
الموقر,6030101012,مصروف عمولات زين كاش,5/14/2026,26101084,قيد يومي,ف/رقم 88 عدد وادوات سلامة عامة,0.35
الموقر,6010101020,مصاريف سلامة عامة,5/14/2026,26101084,قيد يومي,ف/رقم 88 عدد وادوات سلامة عامة,475
الموقر,6030101012,مصروف عمولات زين كاش,5/14/2026,26101086,قيد يومي,دفعة لاطياف الربيع,0.35
الموقر,6030101002,مصاريف ضيافة - ادارية,5/14/2026,26101087,قيد يومي,قهوة,33
الموقر,6030101012,مصروف عمولات زين كاش,5/14/2026,26101087,قيد يومي,قهوة,0.35
الموقر,6030101012,مصروف عمولات زين كاش,5/14/2026,26101088,قيد يومي,ابواب حديد,0.35
الموقر,6030101012,مصروف عمولات زين كاش,5/14/2026,26101088,قيد يومي,ابواب حديد,0.35
الموقر,6030101012,مصروف عمولات زين كاش,5/14/2026,26101089,قيد يومي,دفعة للضمان,1.5
الموقر,6010101040,مصاريف تحميل وتنزيل,5/14/2026,26101090,قيد يومي,احمد صالح,11.637
الموقر,6010101040,مصاريف تحميل وتنزيل,5/14/2026,26101090,قيد يومي,صخر ناجي,115.393
الموقر,6010101002,مصاريف الضمان الأجتماعي,4/30/2026,26011351,قيد يومي,راتب شهر 04/2026,2552.315
الموقر,6010101001,مصاريف رواتب وأجور,4/30/2026,26011351,قيد يومي,راتب شهر 04/2026,18263.948
الموقر,6010101011,مصاريف متفرقة,5/17/2026,26101099,قيد يومي,عمولات,1.5
الموقر,6030101012,مصروف عمولات زين كاش,5/17/2026,26101100,قيد يومي,دفعة لنقليات احمد الخريشا,0.35
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,26800870,سند قبض,Incoming Payments - 210000255,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,26800872,سند قبض,Incoming Payments - 210000574,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4485,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4487,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4490,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4491,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4495,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4496,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4497,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4498,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4499,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4503,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4508,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4513,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4515,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4516,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4525,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4529,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4531,أخرى (321),Manual Reconciliation Transaction,0
الموقر,6030101012,مصروف عمولات زين كاش,5/14/2026,26011533,قيد يومي,ابواب حديد(Reversal) - 13496,-0.35
الموقر,6030101012,مصروف عمولات زين كاش,5/14/2026,26011533,قيد يومي,ابواب حديد(Reversal) - 13496,-0.35
الموقر,6030101012,مصروف عمولات زين كاش,5/14/2026,26101105,قيد يومي,ابواب حديد,0.35
الموقر,6030101012,مصروف عمولات زين كاش,5/14/2026,26101105,قيد يومي,ابواب حديد,0.35
الموقر,6010101040,مصاريف تحميل وتنزيل,5/17/2026,26101110,قيد يومي,مخالصة عمر فيصل حداد,48.33
الموقر,6010101040,مصاريف تحميل وتنزيل,5/7/2026,26101111,قيد يومي,راتب احمد محمد صالح,95
الموقر,6010101036,مصاريف فروقات اسعار,5/17/2026,4538,أخرى (321),Manual Reconciliation Transaction(Reversal) - 1570,0
